/content/drive/MyDrive/object_detection/data/trainval/images/image_000000001.jpg,846,145,992,622,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000001.jpg,848,216,1023,767,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000001.jpg,74,159,149,240,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000001.jpg,153,124,811,767,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000002.jpg,488,281,516,352,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000002.jpg,26,283,171,358,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000002.jpg,592,287,713,386,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000003.jpg,8,0,88,609,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000003.jpg,57,32,208,288,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000003.jpg,167,0,456,648,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000003.jpg,330,67,410,270,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000003.jpg,366,151,633,491,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000003.jpg,408,65,493,236,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000003.jpg,533,65,602,172,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000003.jpg,587,251,837,583,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000003.jpg,618,41,692,198,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000003.jpg,691,49,750,151,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000003.jpg,748,67,791,136,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000003.jpg,609,0,1023,498,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000004.jpg,454,188,558,305,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000004.jpg,112,139,908,550,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000005.jpg,221,718,273,840,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000005.jpg,305,766,366,879,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000005.jpg,514,735,565,911,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000005.jpg,651,728,712,880,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000005.jpg,716,738,749,874,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000005.jpg,763,736,817,882,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000005.jpg,778,751,817,873,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000005.jpg,838,738,888,847,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000005.jpg,869,763,901,835,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000005.jpg,0,690,273,925,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000006.jpg,241,31,314,124,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000006.jpg,805,132,823,190,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000006.jpg,0,0,773,459,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000006.jpg,811,102,1023,336,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000007.jpg,0,184,246,463,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000007.jpg,57,127,184,287,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000007.jpg,172,161,323,439,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000007.jpg,272,53,417,401,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000007.jpg,398,179,566,503,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000007.jpg,894,348,1023,575,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000008.jpg,38,685,70,716,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000008.jpg,100,680,138,739,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000008.jpg,110,682,121,706,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000008.jpg,213,675,227,704,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000008.jpg,247,676,281,734,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000008.jpg,375,675,391,727,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000008.jpg,405,682,440,733,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000008.jpg,950,668,1015,743,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000009.jpg,317,80,491,352,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000009.jpg,793,188,867,371,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000009.jpg,893,166,972,354,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000009.jpg,825,168,857,193,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000011.jpg,45,293,88,412,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000011.jpg,101,283,140,412,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000011.jpg,128,292,187,424,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000011.jpg,215,298,245,390,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000011.jpg,318,298,351,377,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000011.jpg,497,310,517,356,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000011.jpg,517,297,560,415,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000011.jpg,558,297,591,416,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000011.jpg,590,306,615,363,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000011.jpg,626,329,672,392,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000011.jpg,625,295,671,327,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000011.jpg,777,286,986,383,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000011.jpg,922,293,1023,351,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,28,337,56,393,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,50,325,78,393,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,77,324,106,386,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,94,320,133,386,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,189,320,202,378,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,204,308,230,378,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,224,301,261,374,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,258,313,304,370,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,307,297,333,374,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,333,298,371,368,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,543,288,580,357,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,605,286,629,349,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,0,320,55,351,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,98,320,175,350,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,359,312,436,352,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,500,308,548,339,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,539,303,668,334,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000013.jpg,659,255,922,406,car
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000018.jpg,245,308,289,371,person
/content/drive/MyDrive/object_detection/data/trainval/images/image_000000018.jpg,524,252,548,277,person
